Bairros;Valores;Informações;Descricao
"Blumenau, Itoupavazinha
Cód.: SO0524";R$ 345.000,00;"2 quartos
1 vaga
72,0 m²";Casa no Bairro Itoupavazinha em Blumenau com 2 Dormitórios e 72 m² - SO0524
"Blumenau, Água Verde
Cód.: 3319155";R$ 345.000,00;"2 quartos
1 vaga
47,8 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios e 47.77 m² - 3319155
"Blumenau, Centro
Cód.: 2663";R$ 345.713,00;"1 quarto
1 vaga
34,5 m²";Apartamento no Bairro Centro em Blumenau com 1 Dormitórios e 34.54 m² - 2663
"Blumenau, Fortaleza
Cód.: 6004387";R$ 349.000,00;"2 quartos
2 vagas
82,0 m²";Casa no Bairro Fortaleza em Blumenau com 2 Dormitórios e 82 m² - 6004387
"Blumenau, Escola Agrícola
Cód.: 7020999";R$ 349.706,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7020999
"Blumenau, Escola Agrícola
Cód.: AP00095V";R$ 349.706,83;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - AP00095V
"Blumenau, Itoupava Norte
Cód.: 1954";R$ 349.990,00;"2 quartos
1 vaga";Casa no Bairro Itoupava Norte em Blumenau com 2 Dormitórios - 1954
"Blumenau, Testo Salto
Cód.: 2052";R$ 349.990,00;"2 quartos
2 suítes
2 vagas
94,0 m²";Casa no Bairro Testo Salto em Blumenau com 2 Dormitórios (2 suítes) e 94 m² - 2052
"Blumenau, Fortaleza
Cód.: 0720";R$ 349.990,00;"2 quartos
3 vagas
73,0 m²";Casa no Bairro Fortaleza em Blumenau com 2 Dormitórios e 73 m² - 0720
"Blumenau, Salto Weissbach
Cód.: 1964";R$ 349.990,00;"3 quartos
1 vaga
95,0 m²";Apartamento no Bairro Salto Weissbach em Blumenau com 3 Dormitórios e 95 m² - 1964
"Blumenau, Água Verde
Cód.: 672";R$ 350.000,00;"2 quartos
1 suíte
1 vaga
61,0 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios (1 suíte) e 61 m² - 672
"Blumenau, Fortaleza Alta
Cód.: CA00065V";R$ 350.000,00;"2 quartos
2 suítes
2 vagas";Casa no Bairro Fortaleza Alta em Blumenau com 2 Dormitórios (2 suítes) - CA00065V
"Blumenau, Salto Norte
Cód.: AP0560";R$ 350.000,00;"2 quartos
2 vagas
61,0 m²";Apartamento no Bairro Salto Norte em Blumenau com 2 Dormitórios e 61 m² - AP0560
"Blumenau, Salto
Cód.: 3318543";R$ 350.000,00;"2 quartos
2 suítes
1 vaga
77,2 m²";Casa no Bairro Salto em Blumenau com 2 Dormitórios (2 suítes) e 77.19 m² - 3318543
"Blumenau, Itoupava Central
Cód.: 1721";R$ 350.000,00;"2 quartos
1 vaga
63,9 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 63.89 m² - 1721
"Blumenau, Itoupavazinha
Cód.: 35718995";R$ 350.000,00;"2 quartos
2 suítes
1 vaga
93,0 m²";Casa no Bairro Itoupavazinha em Blumenau com 2 Dormitórios (2 suítes) e 92.97 m² - 35718995
"Blumenau, Itoupava Central
Cód.: 4850022";R$ 350.000,00;"2 quartos
1 vaga
123,2 m²";Casa no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 123.24 m² - 4850022
"Blumenau, Ponta Aguda
Cód.: CA02319V";R$ 350.000,00;"2 quartos
2 suítes
1 vaga
79,0 m²";Casa no Bairro Ponta Aguda em Blumenau com 2 Dormitórios (2 suítes) e 79 m² - CA02319V
"Blumenau, Escola Agrícola
Cód.: 7021514";R$ 351.742,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021514
"Blumenau, Escola Agrícola
Cód.: 7021515";R$ 351.742,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021515
"Blumenau, Escola Agrícola
Cód.: 7021513";R$ 351.742,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021513
"Blumenau, Escola Agrícola
Cód.: 7021511";R$ 351.742,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021511
"Blumenau, Progresso
Cód.: 7022793";R$ 355.000,00;"2 quartos
2 vagas
75,0 m²";Casa no Bairro Progresso em Blumenau com 2 Dormitórios e 75 m² - 7022793
"Blumenau, Escola Agrícola
Cód.: 3292";R$ 357.000,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 3292
"Blumenau, Escola Agrícola
Cód.: 7021021";R$ 358.856,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021021
"Blumenau, Escola Agrícola
Cód.: 7021022";R$ 358.856,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021022
"Blumenau, Escola Agrícola
Cód.: AP07023V";R$ 360.000,00;"2 quartos
1 vaga
58,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 58 m² - AP07023V
"Blumenau, Itoupavazinha
Cód.: 3350";R$ 360.000,00;"3 quartos
2 vagas
112,0 m²";Casa no Bairro Itoupavazinha em Blumenau com 3 Dormitórios e 112 m² - 3350
"Blumenau, Escola Agrícola
Cód.: 7021516";R$ 361.265,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021516
"Blumenau, Escola Agrícola
Cód.: 7021520";R$ 361.265,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021520
"Blumenau, Escola Agrícola
Cód.: 7021519";R$ 361.265,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021519
"Blumenau, Escola Agrícola
Cód.: 7021518";R$ 361.265,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021518
"Blumenau, Velha
Cód.: 6160419";R$ 365.000,00;2 quartos;Casa no Bairro Velha em Blumenau com 2 Dormitórios - 6160419
"Blumenau, Escola Agrícola
Cód.: 70214294";R$ 368.020,00;"2 quartos
1 vaga
54,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54 m² - 70214294
"Blumenau, Escola Agrícola
Cód.: 7021042";R$ 368.020,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021042
"Blumenau, Escola Agrícola
Cód.: 7021023";R$ 368.020,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021023
"Blumenau, Escola Agrícola
Cód.: AP00094V";R$ 369.994,35;"2 quartos
1 suíte
1 vaga
59,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 59.75 m² - AP00094V
"Blumenau, Escola Agrícola
Cód.: 7021506";R$ 369.994,00;"2 quartos
1 suíte
1 vaga
59,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 59.75 m² - 7021506
"Blumenau, Escola Agrícola
Cód.: 7021523";R$ 370.787,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021523
"Blumenau, Escola Agrícola
Cód.: 7021526";R$ 370.787,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021526
"Blumenau, Escola Agrícola
Cód.: 7021524";R$ 370.787,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021524
"Blumenau, Escola Agrícola
Cód.: 7021521";R$ 370.787,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021521
"Blumenau, Fidelis
Cód.: 1586";R$ 371.990,00;"2 quartos
1 vaga
71,0 m²";Casa no Bairro Fidelis em Blumenau com 2 Dormitórios e 71 m² - 1586
"Blumenau, Velha
Cód.: 6350148";R$ 372.000,00;"2 quartos
1 suíte
2 vagas
59,3 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (1 suíte) e 59.25 m² - 6350148
"Blumenau, Fortaleza Alta
Cód.: 70213590";R$ 375.000,00;"3 quartos
2 suítes
1 vaga
116,0 m²";Casa no Bairro Fortaleza Alta em Blumenau com 3 Dormitórios (2 suítes) e 116 m² - 70213590
"Blumenau, Escola Agrícola
Cód.: 7021049";R$ 377.176,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021049
"Blumenau, Escola Agrícola
Cód.: 7021047";R$ 377.176,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021047
"Blumenau, Itoupava Norte
Cód.: AP00060V";R$ 378.000,00;"2 quartos
1 suíte
1 vaga
70,5 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 2 Dormitórios (1 suíte) e 70.5 m² - AP00060V
"Blumenau, Escola Agrícola
Cód.: 2192";R$ 379.990,00;"2 quartos
1 vaga
75,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 75 m² - 2192
"Blumenau, Velha
Cód.: 4651967";R$ 380.000,00;"2 quartos
2 vagas
55,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios e 55 m² - 4651967
"Blumenau, Escola Agrícola
Cód.: 7021532";R$ 380.310,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021532
"Blumenau, Escola Agrícola
Cód.: 7021527";R$ 380.310,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021527
"Blumenau, Escola Agrícola
Cód.: 7021529";R$ 380.310,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021529
"Blumenau, Escola Agrícola
Cód.: 1854";R$ 383.759,00;"2 quartos
1 vaga
66,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 66 m² - 1854
"Blumenau, Itoupava Norte
Cód.: CA0582";R$ 385.000,00;"2 quartos
2 suítes
1 vaga
70,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 2 Dormitórios (2 suítes) e 70 m² - CA0582
"Blumenau, Itoupava Central
Cód.: AP1577";R$ 385.000,00;"2 quartos
1 suíte
1 vaga
71,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios (1 suíte) e 71 m² - AP1577
"Blumenau, Itoupava Norte
Cód.: AP00065V";R$ 386.000,00;"2 quartos
1 suíte
1 vaga
58,6 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 2 Dormitórios (1 suíte) e 58.6 m² - AP00065V
"Blumenau, Escola Agrícola
Cód.: 7021052";R$ 386.333,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021052
"Blumenau, Escola Agrícola
Cód.: 7021053";R$ 386.333,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021053
"Blumenau, Escola Agrícola
Cód.: 7021054";R$ 386.333,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021054
"Blumenau, Fortaleza
Cód.: 4112615";R$ 389.000,00;"2 quartos
2 suítes
1 vaga
87,9 m²";Casa no Bairro Fortaleza em Blumenau com 2 Dormitórios (2 suítes) e 87.88 m² - 4112615
"Blumenau, Escola Agrícola
Cód.: 7021536";R$ 389.833,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021536
"Blumenau, Escola Agrícola
Cód.: 7021535";R$ 389.833,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021535
"Blumenau, Escola Agrícola
Cód.: 7021533";R$ 389.833,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021533
"Blumenau, Velha
Cód.: 6290387";R$ 390.000,00;"2 quartos
2 suítes
1 vaga
77,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 77 m² - 6290387
"Blumenau, Velha
Cód.: CA0269";R$ 390.000,00;"2 quartos
2 suítes
1 vaga
76,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 76 m² - CA0269
"Blumenau, Fidelis
Cód.: 4230";R$ 390.000,00;"3 quartos
1 suíte
2 vagas
61,0 m²";Apartamento no Bairro Fidelis em Blumenau com 3 Dormitórios (1 suíte) e 61 m² - 4230
"Blumenau, Tribess
Cód.: 4651945";R$ 390.000,00;"2 quartos
2 suítes
2 vagas
76,0 m²";Casa no Bairro Tribess em Blumenau com 2 Dormitórios (2 suítes) e 76 m² - 4651945
"Blumenau, Velha
Cód.: 6311973";R$ 390.000,00;"2 quartos
2 suítes
1 vaga
77,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 76.97 m² - 6311973
"Blumenau, Itoupava Central
Cód.: 35719142";R$ 390.000,00;"2 quartos
1 vaga
65,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 65 m² - 35719142
"Blumenau, Escola Agrícola
Cód.: 7021105";R$ 392.214,00;"2 quartos
1 vaga
88,3 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 88.25 m² - 7021105
"Blumenau, Velha
Cód.: 3110847";R$ 395.000,00;"2 quartos
2 suítes
1 vaga
77,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 76.97 m² - 3110847
"Blumenau, Salto Weissbach
Cód.: 4651961";R$ 395.000,00;"2 quartos
2 suítes
2 vagas
87,4 m²";Casa no Bairro Salto Weissbach em Blumenau com 2 Dormitórios (2 suítes) e 87.36 m² - 4651961
"Blumenau, Itoupava Central
Cód.: 4160448";R$ 395.351,00;"3 quartos
1 suíte
1 vaga
89,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 3 Dormitórios (1 suíte) e 89 m² - 4160448
"Blumenau, Escola Agrícola
Cód.: 7021056";R$ 395.489,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021056
"Blumenau, Escola Agrícola
Cód.: 7021058";R$ 395.489,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021058
"Blumenau, Escola Agrícola
Cód.: 7021057";R$ 395.489,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021057
"Blumenau, Velha
Cód.: 4110939";R$ 398.000,00;"2 quartos
2 suítes
2 vagas
78,2 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 78.18 m² - 4110939
"Blumenau, Escola Agrícola
Cód.: 7021522";R$ 398.562,00;"2 quartos
1 suíte
1 vaga
59,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 59.75 m² - 7021522
"Blumenau, Itoupavazinha
Cód.: S1011";R$ 398.990,00;"2 quartos
1 vaga
52,0 m²";Casa no Bairro Itoupavazinha em Blumenau com 2 Dormitórios e 52 m² - S1011
"Blumenau, Escola Agrícola
Cód.: 70214301";R$ 399.356,00;"2 quartos
1 vaga
54,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54 m² - 70214301
"Blumenau, Escola Agrícola
Cód.: 7021538";R$ 399.356,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021538
"Blumenau, Escola Agrícola
Cód.: 7021537";R$ 399.356,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021537
"Blumenau, Fortaleza
Cód.: 2931";R$ 400.000,00;"3 quartos
2 vagas
86,5 m²";Apartamento no Bairro Fortaleza em Blumenau com 3 Dormitórios e 86.48 m² - 2931
"Blumenau, Escola Agrícola
Cód.: 7021079";R$ 404.646,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021079
"Blumenau, Escola Agrícola
Cód.: 7021078";R$ 404.646,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021078
"Blumenau, Escola Agrícola
Cód.: 7021067";R$ 404.646,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021067
"Blumenau, Escola Agrícola
Cód.: 3293";R$ 407.000,00;"2 quartos
1 suíte
1 vaga
59,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 59.75 m² - 3293
"Blumenau, Escola Agrícola
Cód.: 7021531";R$ 408.085,00;"2 quartos
1 suíte
1 vaga
59,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 59.75 m² - 7021531
"Blumenau, Escola Agrícola
Cód.: 7021528";R$ 408.085,00;"2 quartos
1 suíte
1 vaga
59,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 59.75 m² - 7021528
"Blumenau, Escola Agrícola
Cód.: 7021540";R$ 408.879,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021540
"Blumenau, Escola Agrícola
Cód.: 7021539";R$ 408.879,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021539
"Blumenau, Escola Agrícola
Cód.: 7021542";R$ 408.879,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021542
"Blumenau, Garcia
Cód.: 2367";R$ 410.000,00;"2 quartos
1 suíte
1 vaga
63,0 m²";Apartamento no Bairro Garcia em Blumenau com 2 Dormitórios (1 suíte) e 63 m² - 2367
"Blumenau, Escola Agrícola
Cód.: 7021543";R$ 418.402,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021543
"Blumenau, Escola Agrícola
Cód.: 7021546";R$ 418.402,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021546
"Blumenau, Velha
Cód.: 6004631";R$ 419.000,00;"2 quartos
1 vaga
84,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios e 84 m² - 6004631
"Blumenau, Centro
Cód.: AP0336";R$ 420.000,00;"2 quartos
1 suíte
1 vaga
56,0 m²";Apartamento no Bairro Centro em Blumenau com 2 Dormitórios (1 suíte) e 56 m² - AP0336
"Blumenau, Escola Agrícola
Cód.: 70214295";R$ 422.196,00;"2 quartos
1 vaga
59,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 59.75 m² - 70214295
"Blumenau, Escola Agrícola
Cód.: 70214299";R$ 427.131,00;"2 quartos
1 suíte
1 vaga
60,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 60 m² - 70214299
"Blumenau, Escola Agrícola
Cód.: 70214300";R$ 427.131,00;"2 quartos
1 suíte
1 vaga
59,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 59 m² - 70214300
"Blumenau, Escola Agrícola
Cód.: 7021550";R$ 427.925,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021550
"Blumenau, Escola Agrícola
Cód.: 7021552";R$ 427.925,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021552
"Blumenau, Escola Agrícola
Cód.: 7021547";R$ 427.925,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021547
"Blumenau, Escola Agrícola
Cód.: 7021551";R$ 427.925,00;"2 quartos
1 vaga
54,4 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 54.35 m² - 7021551
"Blumenau, Escola Agrícola
Cód.: CA02838V";R$ 430.000,00;"2 quartos
2 suítes
2 vagas
82,9 m²";Casa no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (2 suítes) e 82.92 m² - CA02838V
"Blumenau, Progresso
Cód.: CA0497";R$ 430.000,00;"3 quartos
4 vagas
230,0 m²";Casa no Bairro Progresso em Blumenau com 3 Dormitórios e 230 m² - CA0497
"Blumenau, Escola Agrícola
Cód.: 70214296";R$ 431.353,00;"2 quartos
1 vaga
59,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 59 m² - 70214296
"Blumenau, Escola Agrícola
Cód.: 70214297";R$ 431.353,00;"2 quartos
1 vaga
59,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios e 59 m² - 70214297
"Blumenau, Escola Agrícola
Cód.: 70214302";R$ 436.654,00;"2 quartos
1 suíte
1 vaga
60,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 60 m² - 70214302
"Blumenau, Escola Agrícola
Cód.: 7021760";R$ 436.654,00;"2 quartos
1 suíte
1 vaga
59,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 59.75 m² - 7021760
"Blumenau, Escola Agrícola
Cód.: 7021544";R$ 446.177,00;"2 quartos
1 suíte
1 vaga
58,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 58.75 m² - 7021544
"Blumenau, Salto Norte
Cód.: 3491269";R$ 449.000,00;"3 quartos
260,0 m²";Casa no Bairro Salto Norte em Blumenau com 3 Dormitórios e 260 m² - 3491269
"Blumenau, Badenfurt
Cód.: 4112760";R$ 450.000,00;"2 quartos
2 suítes
98,6 m²";Casa no Bairro Badenfurt em Blumenau com 2 Dormitórios (2 suítes) e 98.58 m² - 4112760
"Blumenau, Itoupavazinha
Cód.: 127";R$ 450.000,00;"4 quartos
1 suíte
154,0 m²";Casa no Bairro Itoupavazinha em Blumenau com 4 Dormitórios (1 suíte) e 154 m² - 127
"Blumenau, Boa Vista
Cód.: 2953";R$ 450.000,00;"2 quartos
2 suítes
1 vaga
79,0 m²";Casa no Bairro Boa Vista em Blumenau com 2 Dormitórios (2 suítes) e 79 m² - 2953
"Blumenau, Itoupava Central
Cód.: 4160508";R$ 450.000,00;"2 quartos
1 vaga
96,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 96 m² - 4160508
"Blumenau, Vila Nova
Cód.: 4112636";R$ 450.000,00;"2 quartos
1 suíte
1 vaga
77,1 m²";Apartamento no Bairro Vila Nova em Blumenau com 2 Dormitórios (1 suíte) e 77.1 m² - 4112636
"Blumenau, Água Verde
Cód.: AP1609";R$ 455.000,00;"3 quartos
67,0 m²";Apartamento no Bairro Água Verde em Blumenau com 3 Dormitórios e 67 m² - AP1609
"Blumenau, Escola Agrícola
Cód.: 7021549";R$ 455.700,00;"2 quartos
1 suíte
1 vaga
59,8 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 59.75 m² - 7021549
"Blumenau, Fortaleza Alta
Cód.: 4651859";R$ 475.000,00;"2 quartos
1 suíte
2 vagas
70,0 m²";Casa no Bairro Fortaleza Alta em Blumenau com 2 Dormitórios (1 suíte) e 70 m² - 4651859
"Blumenau, Água Verde
Cód.: SO0535";R$ 480.000,00;"2 quartos
2 suítes
1 vaga
103,0 m²";Casa no Bairro Água Verde em Blumenau com 2 Dormitórios (2 suítes) e 103 m² - SO0535
"Blumenau, Fortaleza
Cód.: 6582039";R$ 480.000,00;"2 quartos
1 suíte
2 vagas
65,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 2 Dormitórios (1 suíte) e 65 m² - 6582039
"Blumenau, Escola Agrícola
Cód.: AP0524";R$ 480.000,00;"2 quartos
1 suíte
2 vagas
66,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 66 m² - AP0524
"Blumenau, Progresso
Cód.: CA0831";R$ 480.000,00;"3 quartos
2 vagas
217,0 m²";Casa no Bairro Progresso em Blumenau com 3 Dormitórios e 217 m² - CA0831
"Blumenau, Itoupava Seca
Cód.: AP07385V";R$ 481.802,79;"1 quarto
1 vaga
47,7 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 1 Dormitórios e 47.7 m² - AP07385V
"Blumenau, Itoupava Seca
Cód.: 35719731";R$ 487.301,00;"2 quartos
1 suíte
1 vaga
68,3 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 2 Dormitórios (1 suíte) e 68.28 m² - 35719731
"Blumenau, Itoupava Seca
Cód.: 6005346";R$ 487.497,00;"1 quarto
1 suíte
1 vaga
49,1 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 1 Dormitórios (1 suíte) e 49.12 m² - 6005346
"Blumenau, Itoupava Seca
Cód.: 35719733";R$ 488.297,00;"1 quarto
1 suíte
1 vaga
63,0 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 1 Dormitórios (1 suíte) e 62.96 m² - 35719733
"Blumenau, Salto Weissbach
Cód.: 1641";R$ 490.000,00;"2 quartos
2 suítes
2 vagas
91,2 m²";Casa no Bairro Salto Weissbach em Blumenau com 2 Dormitórios (2 suítes) e 91.15 m² - 1641
"Blumenau, Água Verde
Cód.: AP05312V";R$ 490.000,00;"3 quartos
1 suíte
1 vaga
108,4 m²";Apartamento no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 108.4 m² - AP05312V
"Blumenau, Salto Weissbach
Cód.: CA0228";R$ 490.000,00;"3 quartos
1 vaga
95,0 m²";Casa no Bairro Salto Weissbach em Blumenau com 3 Dormitórios e 95 m² - CA0228
"Blumenau, Escola Agrícola
Cód.: SO0374";R$ 498.900,00;"2 quartos
2 suítes
2 vagas
107,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (2 suítes) e 107 m² - SO0374
