Bairros,Valores,Quartos,Suítes,Vagas,Tamanho,Tipo
Itoupava Norte,700000.0,2.0,2.0,2.0,128.0,Apartamento
Ponta Aguda,1100000.0,3.0,3.0,0.0,174.0,Casa
Ponta Aguda,1290000.0,3.0,3.0,2.0,172.0,Casa
Centro,2550000.0,4.0,4.0,5.0,395.0,Casa
Ponta Aguda,3500000.0,4.0,4.0,6.0,531.0,Apartamento
Fortaleza,330000.0,2.0,0.0,1.0,75.0,Apartamento
Glória,450000.0,3.0,0.0,2.0,104.0,Casa
Velha,630000.0,2.0,2.0,2.0,79.0,Apartamento
Victor Konder,784999.0,3.0,1.0,2.0,144.0,Apartamento
Água Verde,950000.0,3.0,2.0,10.0,280.0,Casa
Itoupava Central,1100000.0,4.0,4.0,3.0,399.1,Casa
Água Verde,240000.0,2.0,0.0,1.0,49.0,Apartamento
Itoupava Central,430000.0,3.0,0.0,3.0,114.0,Casa
Tribess,490000.0,3.0,1.0,2.0,103.0,Casa
Fortaleza Alta,520000.0,3.0,1.0,2.0,135.0,Casa
Vila Nova,590000.0,3.0,1.0,1.0,90.0,Casa
Velha Central,650000.0,2.0,2.0,1.0,200.0,Casa
Escola Agrícola,1299000.0,6.0,4.0,0.0,320.0,Casa
Fortaleza,1600000.0,3.0,1.0,2.0,293.0,Casa
Itoupava Norte,2230000.0,5.0,1.0,3.0,422.0,Casa
Centro,2850000.0,4.0,4.0,6.0,332.0,Casa
Vila Nova,690000.0,3.0,1.0,2.0,111.0,Apartamento
Vila Nova,749292.0,3.0,1.0,1.0,81.0,Apartamento
Vila Nova,760274.0,3.0,1.0,1.0,81.0,Apartamento
Victor Konder,1000000.0,3.0,3.0,3.0,168.0,Apartamento
Velha,1290000.0,3.0,1.0,4.0,242.0,Casa
Escola Agrícola,385000.0,2.0,1.0,1.0,63.0,Apartamento
Centro,450000.0,3.0,1.0,1.0,104.8,Apartamento
Salto Norte,640000.0,3.0,3.0,2.0,155.0,Casa
Água Verde,750000.0,3.0,0.0,1.0,200.0,Casa
Ponta Aguda,790000.0,4.0,2.0,4.0,400.0,Casa
Salto Norte,1450000.0,3.0,3.0,2.0,354.0,Casa
Jardim Blumenau,1590000.0,3.0,3.0,3.0,164.0,Apartamento
Salto Norte,1798000.0,3.0,0.0,0.0,280.0,Casa
Victor Konder,2600000.0,3.0,3.0,3.0,203.0,Apartamento
Água Verde,360000.0,2.0,0.0,1.0,65.2,Apartamento
Fortaleza,479000.0,3.0,1.0,1.0,70.9,Apartamento
Valparaiso,529990.0,4.0,0.0,1.0,154.0,Casa
Vila Nova,549726.0,2.0,1.0,1.0,65.0,Apartamento
Vila Nova,549726.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,549726.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,549726.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,549726.0,2.0,1.0,1.0,66.4,Apartamento
Vila Nova,564823.0,2.0,1.0,1.0,65.0,Apartamento
Vila Nova,564823.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,564823.0,2.0,1.0,1.0,65.0,Apartamento
Vila Nova,579920.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,579920.0,2.0,1.0,1.0,66.4,Apartamento
Velha,580000.0,3.0,0.0,2.0,79.0,Apartamento
Vila Nova,587468.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,587468.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,587468.0,2.0,1.0,1.0,66.4,Apartamento
Vila Nova,602565.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,602565.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,617662.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,617662.0,2.0,1.0,1.0,66.4,Apartamento
Vila Nova,632759.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,632759.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,632759.0,2.0,1.0,1.0,66.4,Apartamento
Vila Nova,647856.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,647856.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,647856.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,647856.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,662953.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,662953.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,678050.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,678050.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,678050.0,2.0,1.0,1.0,66.4,Apartamento
Nova Esperança,699000.0,5.0,1.0,6.0,300.0,Casa
Vila Nova,700695.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,700695.0,2.0,1.0,1.0,64.9,Apartamento
Vila Nova,700695.0,2.0,1.0,1.0,66.4,Apartamento
Vila Nova,763364.0,3.0,1.0,1.0,82.0,Apartamento
Velha,1250000.0,3.0,1.0,16.0,340.0,Casa
Garcia,1500000.0,4.0,2.0,6.0,292.0,Casa
Centro,1800000.0,4.0,1.0,2.0,313.3,Casa
Itoupavazinha,250000.0,2.0,0.0,1.0,58.5,Apartamento
Velha Central,299000.0,3.0,0.0,1.0,77.0,Apartamento
Itoupava Seca,375000.0,1.0,1.0,1.0,53.0,Apartamento
Vila Nova,440000.0,2.0,0.0,1.0,52.0,Apartamento
Velha,580000.0,2.0,2.0,2.0,109.0,Casa
Vila Nova,745000.0,3.0,3.0,2.0,99.0,Apartamento
Água Verde,984000.0,3.0,1.0,0.0,147.0,Casa
Victor Konder,1300000.0,5.0,1.0,4.0,299.0,Casa
Vila Nova,290000.0,2.0,0.0,1.0,48.0,Apartamento
Vila Nova,308000.0,2.0,0.0,1.0,70.0,Apartamento
Salto Norte,330000.0,1.0,1.0,3.0,51.0,Casa
Badenfurt,335000.0,2.0,0.0,2.0,80.4,Casa
Escola Agrícola,430000.0,2.0,2.0,2.0,76.2,Casa
Itoupava Central,875000.0,3.0,1.0,2.0,126.0,Casa
Velha,989000.0,4.0,1.0,3.0,358.0,Casa
Água Verde,990000.0,3.0,1.0,2.0,217.0,Casa
Centro,1800000.0,4.0,1.0,2.0,350.0,Casa
Jardim Blumenau,2500000.0,5.0,1.0,4.0,404.5,Casa
Fortaleza Alta,260000.0,2.0,0.0,1.0,72.2,Casa
Salto Weissbach,400000.0,2.0,0.0,1.0,100.0,Casa
Passo Manso,400000.0,3.0,1.0,2.0,110.0,Casa
Itoupava Central,600000.0,3.0,1.0,2.0,145.0,Casa
Velha,710000.0,3.0,1.0,2.0,85.0,Apartamento
Vila Nova,745000.0,3.0,3.0,2.0,99.0,Apartamento
Fortaleza,1450000.0,3.0,1.0,0.0,180.0,Casa
Ponta Aguda,1750000.0,3.0,3.0,3.0,230.0,Casa
Escola Agrícola,2140000.0,3.0,3.0,4.0,305.0,Casa
Jardim Blumenau,2250000.0,4.0,4.0,0.0,300.0,Casa
Boa Vista,330000.0,2.0,0.0,1.0,55.0,Apartamento
Garcia,420000.0,2.0,0.0,1.0,57.0,Apartamento
Itoupava Central,525000.0,3.0,1.0,2.0,137.0,Casa
Garcia,590000.0,3.0,1.0,2.0,87.0,Apartamento
Valparaiso,900000.0,3.0,1.0,2.0,153.0,Casa
Garcia,989000.0,3.0,2.0,2.0,209.0,Apartamento
Velha,260000.0,3.0,0.0,1.0,65.8,Apartamento
Garcia,420000.0,3.0,1.0,2.0,132.0,Casa
Victor Konder,665573.0,2.0,1.0,2.0,92.0,Apartamento
Nova Esperança,699000.0,5.0,1.0,4.0,300.0,Casa
Garcia,1250000.0,4.0,2.0,5.0,409.0,Casa
Vila Nova,1300000.0,4.0,1.0,4.0,319.0,Casa
Centro,1800000.0,4.0,1.0,2.0,312.0,Casa
Escola Agrícola,2590000.0,5.0,4.0,6.0,545.0,Casa
Vila Nova,380000.0,2.0,1.0,1.0,87.5,Apartamento
Glória,465000.0,5.0,1.0,3.0,260.0,Casa
Centro,485000.0,1.0,0.0,2.0,44.0,Apartamento
Água Verde,489000.0,2.0,1.0,1.0,91.6,Apartamento
Itoupava Seca,650000.0,2.0,2.0,2.0,98.0,Casa
Centro,870000.0,3.0,3.0,2.0,106.0,Apartamento
Ponta Aguda,1190000.0,3.0,3.0,2.0,207.4,Casa
Vila Nova,1850000.0,4.0,3.0,4.0,298.0,Casa
Itoupavazinha,339990.0,2.0,0.0,2.0,61.0,Casa
Vila Nova,600000.0,2.0,2.0,1.0,77.0,Apartamento
Salto Norte,699000.0,3.0,1.0,1.0,144.0,Casa
Velha,850000.0,3.0,1.0,2.0,220.0,Casa
Salto Norte,1150000.0,2.0,1.0,2.0,138.0,Casa
Vorstadt,1500000.0,3.0,3.0,2.0,168.0,Apartamento
Centro,2000000.0,3.0,3.0,2.0,252.0,Apartamento
Bom Retiro,2800000.0,3.0,3.0,3.0,200.0,Apartamento
Salto Weissbach,600000.0,6.0,0.0,2.0,186.6,Casa
Velha,790000.0,6.0,2.0,4.0,315.0,Casa
Velha,2150000.0,3.0,2.0,5.0,200.0,Casa
Centro,2929864.0,3.0,3.0,4.0,287.0,Apartamento
Fortaleza Alta,360000.0,2.0,2.0,1.0,79.1,Casa
Velha,398000.0,2.0,2.0,2.0,80.0,Casa
Garcia,400000.0,2.0,1.0,1.0,70.0,Apartamento
Fortaleza Alta,520000.0,3.0,1.0,1.0,121.0,Casa
Victor Konder,530000.0,2.0,1.0,2.0,73.0,Apartamento
Vorstadt,585000.0,3.0,1.0,2.0,132.0,Casa
Ponta Aguda,590000.0,3.0,1.0,4.0,350.0,Casa
Velha,850000.0,3.0,1.0,2.0,200.1,Apartamento
Velha,1000000.0,6.0,0.0,11.0,160.0,Casa
Itoupava Central,2500000.0,3.0,3.0,2.0,278.0,Casa
Jardim Blumenau,3000000.0,3.0,3.0,4.0,339.0,Apartamento
Itoupava Central,214990.0,2.0,0.0,1.0,53.8,Apartamento
Tribess,219990.0,2.0,0.0,1.0,45.3,Apartamento
Itoupavazinha,245000.0,2.0,0.0,2.0,50.2,Apartamento
Ponta Aguda,250000.0,5.0,0.0,1.0,200.0,Casa
Ribeirão Fresco,255000.0,2.0,0.0,1.0,48.4,Apartamento
Passo Manso,260000.0,2.0,0.0,2.0,136.0,Apartamento
Velha Central,269900.0,3.0,0.0,1.0,77.2,Apartamento
Fidelis,270000.0,2.0,0.0,1.0,74.0,Casa
Velha Central,270000.0,3.0,0.0,1.0,77.2,Apartamento
Água Verde,280000.0,2.0,0.0,1.0,52.0,Apartamento
Velha Central,280000.0,3.0,0.0,1.0,77.2,Apartamento
Água Verde,283000.0,2.0,0.0,1.0,52.0,Apartamento
Água Verde,283000.0,2.0,0.0,1.0,52.0,Apartamento
Água Verde,287000.0,2.0,0.0,1.0,52.0,Apartamento
Passo Manso,299000.0,2.0,0.0,1.0,57.0,Apartamento
Valparaiso,300000.0,3.0,0.0,1.0,110.0,Casa
Victor Konder,300000.0,1.0,1.0,1.0,49.0,Apartamento
Fortaleza Alta,310000.0,2.0,0.0,2.0,70.0,Casa
Itoupava Central,313000.0,2.0,0.0,1.0,74.6,Apartamento
Itoupava Central,314000.0,2.0,0.0,1.0,55.0,Apartamento
Salto Norte,320000.0,2.0,0.0,1.0,57.2,Apartamento
Centro,321804.0,1.0,0.0,1.0,40.9,Apartamento
Escola Agrícola,323000.0,2.0,1.0,1.0,58.9,Apartamento
Salto Norte,329000.0,2.0,1.0,1.0,64.9,Apartamento
Itoupava Norte,330000.0,2.0,1.0,1.0,55.0,Apartamento
Itoupava Central,330000.0,2.0,2.0,2.0,80.0,Casa
Água Verde,330000.0,2.0,0.0,1.0,54.6,Apartamento
Água Verde,332000.0,2.0,0.0,1.0,54.6,Apartamento
Água Verde,343500.0,2.0,2.0,1.0,57.0,Apartamento
Testo Salto,349900.0,2.0,2.0,2.0,91.0,Casa
Fortaleza,360000.0,3.0,1.0,1.0,82.0,Apartamento
Passo Manso,360000.0,2.0,2.0,1.0,104.0,Casa
Velha,360000.0,2.0,2.0,2.0,77.1,Casa
Itoupava Norte,360000.0,2.0,0.0,1.0,68.0,Casa
Velha,360000.0,2.0,2.0,2.0,80.0,Casa
Passo Manso,360000.0,2.0,2.0,1.0,82.0,Casa
Velha,360000.0,2.0,2.0,1.0,71.0,Casa
Velha,360000.0,2.0,2.0,1.0,71.0,Casa
Velha,360000.0,2.0,2.0,1.0,71.0,Casa
Velha,360000.0,2.0,2.0,2.0,75.0,Casa
Itoupavazinha,369990.0,2.0,0.0,2.0,67.9,Casa
Fortaleza,370000.0,2.0,0.0,2.0,80.0,Casa
Escola Agrícola,370000.0,2.0,1.0,1.0,72.0,Apartamento
Água Verde,373000.0,2.0,1.0,1.0,66.2,Apartamento
Água Verde,378000.0,3.0,0.0,1.0,68.0,Apartamento
Ponta Aguda,380000.0,1.0,0.0,1.0,52.8,Apartamento
Victor Konder,380000.0,2.0,0.0,1.0,69.0,Apartamento
Itoupava Central,395315.0,3.0,1.0,1.0,89.0,Apartamento
Itoupava Seca,399000.0,3.0,0.0,2.0,100.0,Casa
Itoupavazinha,400000.0,2.0,2.0,2.0,91.0,Casa
Água Verde,400000.0,2.0,1.0,1.0,72.0,Apartamento
Centro,406200.0,1.0,0.0,1.0,54.0,Apartamento
Escola Agrícola,410000.0,2.0,1.0,2.0,66.0,Apartamento
Testo Salto,415000.0,2.0,1.0,1.0,77.0,Casa
Nova Esperança,420000.0,3.0,0.0,2.0,90.0,Casa
Passo Manso,429990.0,4.0,0.0,1.0,282.7,Casa
Escola Agrícola,450000.0,2.0,2.0,2.0,93.0,Casa
Vila Nova,450000.0,3.0,1.0,2.0,111.0,Apartamento
Velha,450000.0,2.0,2.0,2.0,115.0,Casa
Fidelis,450000.0,3.0,1.0,2.0,130.0,Casa
Velha,465504.0,2.0,1.0,1.0,60.6,Apartamento
Itoupava Seca,474384.0,2.0,1.0,1.0,64.3,Apartamento
Itoupava Seca,474385.0,2.0,1.0,1.0,54.0,Apartamento
Itoupava Seca,479830.0,1.0,0.0,1.0,47.4,Apartamento
Água Verde,480000.0,3.0,1.0,2.0,79.0,Apartamento
Velha Central,489000.0,3.0,1.0,2.0,108.0,Casa
Água Verde,495000.0,2.0,2.0,1.0,96.1,Casa
Itoupava Central,495000.0,3.0,0.0,2.0,172.0,Casa
Escola Agrícola,499000.0,2.0,1.0,3.0,196.0,Casa
Itoupava Central,499990.0,3.0,1.0,1.0,160.0,Casa
Boa Vista,500000.0,2.0,2.0,0.0,79.0,Casa
Velha,500000.0,2.0,2.0,2.0,106.0,Casa
Itoupava Seca,500342.0,2.0,1.0,1.0,60.4,Apartamento
Itoupava Seca,510000.0,1.0,0.0,1.0,68.0,Apartamento
Velha,510000.0,2.0,2.0,1.0,76.9,Apartamento
Fortaleza Alta,520000.0,3.0,1.0,2.0,100.0,Casa
Itoupava Central,524990.0,3.0,1.0,2.0,137.0,Casa
Itoupava Norte,525000.0,2.0,2.0,1.0,74.0,Apartamento
Vila Nova,527080.0,2.0,0.0,1.0,64.5,Apartamento
Velha,538837.0,2.0,2.0,1.0,82.0,Apartamento
Velha,547000.0,2.0,2.0,2.0,82.6,Apartamento
Victor Konder,550000.0,2.0,1.0,1.0,204.0,Apartamento
Centro,550000.0,1.0,0.0,1.0,52.9,Apartamento
Badenfurt,550000.0,3.0,0.0,3.0,215.0,Casa
Vila Nova,572371.0,2.0,0.0,1.0,64.5,Apartamento
Vorstadt,575000.0,3.0,1.0,2.0,100.0,Apartamento
Velha,580000.0,3.0,1.0,2.0,79.0,Apartamento
Jardim Blumenau,587000.0,3.0,1.0,2.0,113.0,Apartamento
Vila Nova,587468.0,2.0,0.0,1.0,64.5,Apartamento
Itoupava Norte,590000.0,3.0,1.0,2.0,92.0,Apartamento
Vila Nova,590000.0,3.0,1.0,1.0,90.6,Casa
Garcia,590000.0,3.0,1.0,2.0,87.0,Apartamento
Itoupava Norte,590000.0,2.0,2.0,1.0,95.0,Casa
Vila Nova,590000.0,3.0,1.0,1.0,92.0,Casa
Água Verde,595000.0,2.0,1.0,1.0,68.0,Apartamento
Salto Norte,600000.0,2.0,1.0,2.0,82.0,Casa
Centro,600000.0,3.0,2.0,2.0,101.2,Apartamento
Vila Nova,602565.0,2.0,0.0,1.0,64.5,Apartamento
Vila Nova,619086.0,2.0,0.0,1.0,64.5,Apartamento
Garcia,639990.0,3.0,1.0,2.0,150.0,Casa
Água Verde,640000.0,3.0,0.0,4.0,150.0,Casa
Velha Central,650000.0,3.0,1.0,2.0,129.5,Casa
Victor Konder,650000.0,3.0,1.0,2.0,94.7,Apartamento
Escola Agrícola,650000.0,4.0,2.0,3.0,230.0,Casa
Água Verde,650000.0,3.0,0.0,3.0,111.0,Casa
Velha Central,670000.0,3.0,1.0,4.0,142.0,Casa
Itoupava Seca,671581.0,3.0,1.0,1.0,83.5,Apartamento
Itoupava Seca,680000.0,3.0,0.0,1.0,134.0,Apartamento
Fortaleza,687000.0,3.0,1.0,3.0,135.0,Casa
Velha,689990.0,3.0,1.0,2.0,143.0,Casa
Garcia,689990.0,3.0,1.0,2.0,149.0,Casa
Velha,695000.0,3.0,1.0,2.0,141.0,Casa
Velha,699000.0,3.0,3.0,3.0,207.1,Apartamento
Itoupava Norte,700000.0,2.0,2.0,2.0,120.2,Apartamento
Badenfurt,700000.0,4.0,1.0,2.0,170.0,Casa
Velha,710000.0,3.0,3.0,2.0,105.9,Apartamento
Velha,730000.0,3.0,1.0,2.0,120.0,Casa
Vila Nova,749291.0,3.0,3.0,1.0,81.1,Apartamento
Vila Nova,750000.0,2.0,0.0,2.0,126.8,Casa
Velha,750000.0,3.0,1.0,2.0,137.5,Casa
Escola Agrícola,760000.0,3.0,3.0,2.0,103.0,Apartamento
Velha,770746.0,3.0,1.0,2.0,112.2,Apartamento
Garcia,780000.0,2.0,2.0,3.0,136.0,Casa
Jardim Blumenau,780000.0,1.0,0.0,2.0,98.0,Apartamento
Velha,785000.0,3.0,1.0,2.0,112.0,Apartamento
Testo Salto,790000.0,3.0,1.0,2.0,120.0,Casa
Garcia,800000.0,2.0,2.0,3.0,145.0,Casa
Velha Central,800000.0,8.0,0.0,2.0,300.0,Casa
Velha,820000.0,3.0,3.0,2.0,110.0,Apartamento
Velha,827988.0,3.0,1.0,1.0,107.1,Apartamento
Escola Agrícola,840000.0,3.0,1.0,2.0,185.0,Casa
Velha,860000.0,2.0,2.0,2.0,86.5,Apartamento
Tribess,870000.0,3.0,3.0,2.0,138.0,Casa
Badenfurt,898000.0,4.0,1.0,2.0,210.0,Casa
Fortaleza,900000.0,3.0,1.0,3.0,374.0,Casa
Garcia,1090000.0,4.0,2.0,3.0,416.0,Casa
Fortaleza,1100000.0,5.0,1.0,3.0,210.0,Casa
Água Verde,1100000.0,3.0,3.0,2.0,204.3,Casa
Victor Konder,1100000.0,4.0,3.0,3.0,163.0,Apartamento
Itoupava Norte,1200000.0,2.0,1.0,4.0,99.9,Casa
Velha,1276464.0,3.0,1.0,3.0,157.0,Apartamento
Vorstadt,1289000.0,3.0,3.0,3.0,193.0,Apartamento
Escola Agrícola,1360000.0,3.0,3.0,4.0,234.5,Casa
Victor Konder,1380000.0,3.0,3.0,2.0,137.0,Apartamento
Vorstadt,1399000.0,3.0,3.0,3.0,193.0,Apartamento
Victor Konder,1400000.0,3.0,3.0,3.0,140.5,Apartamento
Vila Nova,1500000.0,5.0,5.0,2.0,386.9,Casa
Vorstadt,1600000.0,3.0,1.0,2.0,291.0,Casa
Escola Agrícola,1730000.0,4.0,1.0,2.0,224.0,Casa
Jardim Blumenau,1800000.0,3.0,3.0,3.0,182.0,Apartamento
Victor Konder,1847015.0,3.0,3.0,3.0,174.0,Apartamento
Escola Agrícola,1900000.0,3.0,1.0,2.0,140.0,Casa
Itoupava Central,2700000.0,4.0,4.0,6.0,430.0,Casa
Velha,2736243.0,3.0,3.0,4.0,301.8,Apartamento
Jardim Blumenau,3700000.0,4.0,4.0,4.0,400.0,Apartamento
Itoupava Norte,4780000.0,3.0,1.0,2.0,700.0,Casa
Itoupava Norte,4890000.0,0.0,0.0,0.0,551.2,Casa
Escola Agrícola,390000.0,2.0,2.0,2.0,77.8,Casa
Velha,450000.0,2.0,1.0,1.0,72.6,Apartamento
Ponta Aguda,470000.0,2.0,1.0,1.0,75.0,Apartamento
Victor Konder,520000.0,3.0,1.0,1.0,109.0,Apartamento
Salto,549900.0,3.0,0.0,2.0,135.0,Casa
Escola Agrícola,672000.0,3.0,3.0,2.0,106.0,Apartamento
Velha,730000.0,3.0,1.0,2.0,126.0,Casa
Velha,820000.0,3.0,1.0,2.0,250.0,Casa
Fortaleza,940000.0,4.0,1.0,2.0,260.0,Casa
Itoupava Norte,1500000.0,5.0,1.0,4.0,435.0,Casa
Velha,395000.0,1.0,0.0,1.0,54.8,Apartamento
Escola Agrícola,401050.0,2.0,0.0,1.0,54.4,Apartamento
Victor Konder,420994.0,2.0,1.0,1.0,54.0,Apartamento
Victor Konder,443095.0,2.0,1.0,1.0,48.0,Apartamento
Itoupava Norte,500000.0,3.0,0.0,2.0,93.4,Casa
Salto,550000.0,3.0,0.0,4.0,159.0,Casa
Velha,730000.0,3.0,1.0,2.0,145.0,Casa
Velha,850000.0,3.0,1.0,3.0,102.0,Apartamento
Jardim Blumenau,1750000.0,3.0,3.0,3.0,200.0,Apartamento
Escola Agrícola,2150000.0,3.0,1.0,8.0,298.0,Casa
Itoupava Central,2999000.0,6.0,2.0,6.0,433.0,Casa
Itoupava Norte,385000.0,2.0,2.0,1.0,72.5,Casa
Fortaleza,395000.0,2.0,1.0,1.0,72.0,Casa
Vila Nova,448000.0,2.0,1.0,1.0,77.0,Apartamento
Ponta Aguda,550000.0,3.0,1.0,1.0,96.0,Apartamento
Escola Agrícola,600000.0,3.0,1.0,2.0,120.0,Casa
Itoupava Seca,720000.0,2.0,2.0,2.0,97.0,Apartamento
Velha Central,720000.0,3.0,1.0,3.0,182.0,Casa
Itoupava Seca,840000.0,3.0,1.0,2.0,106.0,Apartamento
Passo Manso,850000.0,3.0,1.0,2.0,277.0,Casa
Itoupava Central,2000000.0,4.0,3.0,2.0,362.0,Casa
Tribess,476584.0,3.0,0.0,2.0,150.1,Casa
Progresso,480000.0,3.0,1.0,2.0,115.7,Casa
Garcia,520000.0,3.0,1.0,2.0,87.0,Apartamento
Água Verde,550000.0,2.0,2.0,1.0,107.0,Casa
Progresso,650000.0,5.0,0.0,4.0,390.0,Casa
Escola Agrícola,880000.0,3.0,1.0,4.0,200.0,Casa
Boa Vista,1000000.0,4.0,2.0,4.0,275.0,Casa
Centro,1800000.0,4.0,1.0,2.0,350.0,Casa
Garcia,1900000.0,6.0,4.0,3.0,142.0,Casa
Ponta Aguda,2150000.0,3.0,3.0,3.0,164.0,Apartamento
Tribess,365000.0,2.0,1.0,2.0,67.8,Apartamento
Água Verde,599000.0,3.0,1.0,1.0,195.0,Casa
Fidelis,790000.0,3.0,1.0,4.0,148.0,Casa
Itoupava Seca,980000.0,3.0,3.0,2.0,119.8,Apartamento
Velha,1790000.0,3.0,3.0,2.0,300.0,Casa
Jardim Blumenau,2350000.0,3.0,3.0,3.0,217.0,Apartamento
Tribess,215000.0,2.0,0.0,1.0,62.1,Apartamento
Itoupava Central,349990.0,2.0,1.0,1.0,101.0,Casa
Fortaleza Alta,365000.0,2.0,0.0,2.0,88.0,Casa
Velha,450000.0,3.0,1.0,2.0,94.8,Apartamento
Tribess,580000.0,3.0,1.0,4.0,240.0,Casa
Itoupava Seca,850000.0,0.0,0.0,0.0,200.0,Casa
Victor Konder,869000.0,2.0,1.0,2.0,143.0,Apartamento
Salto Weissbach,1100000.0,3.0,1.0,4.0,170.0,Casa
Itoupava Norte,1100000.0,4.0,1.0,0.0,189.0,Casa
Velha,600000.0,5.0,0.0,0.0,306.0,Casa
Velha,900000.0,4.0,0.0,8.0,204.0,Casa
Jardim Blumenau,950000.0,3.0,1.0,2.0,95.0,Apartamento
Itoupavazinha,410000.0,3.0,1.0,1.0,73.3,Apartamento
Victor Konder,650000.0,3.0,1.0,2.0,94.0,Apartamento
Escola Agrícola,350000.0,2.0,0.0,1.0,55.0,Apartamento
Velha,395000.0,1.0,0.0,1.0,46.7,Apartamento
Água Verde,470000.0,3.0,1.0,1.0,118.5,Casa
Victor Konder,507875.0,2.0,1.0,2.0,46.0,Apartamento
Salto Norte,700000.0,3.0,1.0,0.0,170.0,Casa
Victor Konder,2800000.0,6.0,2.0,4.0,200.6,Casa
Tribess,342000.0,2.0,2.0,2.0,77.0,Casa
Salto Weissbach,350000.0,3.0,0.0,1.0,94.0,Apartamento
Centro,395000.0,1.0,0.0,1.0,54.0,Apartamento
Salto Weissbach,490000.0,2.0,2.0,2.0,135.0,Casa
Fortaleza Alta,560000.0,3.0,1.0,2.0,115.0,Casa
Passo Manso,750000.0,3.0,1.0,3.0,204.0,Casa
Velha,1380000.0,3.0,3.0,3.0,134.0,Apartamento
Velha,1390000.0,5.0,1.0,2.0,482.0,Casa
Itoupava Central,1650000.0,3.0,3.0,2.0,202.0,Casa
Itoupava Central,2800000.0,3.0,3.0,2.0,262.0,Casa
Itoupava Central,300000.0,2.0,0.0,1.0,59.0,Apartamento
Itoupava Central,312000.0,2.0,0.0,2.0,79.0,Casa
Água Verde,330000.0,2.0,0.0,1.0,54.0,Apartamento
Água Verde,335000.0,2.0,0.0,1.0,57.0,Apartamento
Escola Agrícola,399000.0,2.0,1.0,1.0,63.0,Apartamento
Velha Central,749900.0,3.0,1.0,3.0,160.0,Casa
Itoupava Seca,1180000.0,2.0,2.0,2.0,68.0,Apartamento
Ponta Aguda,1200000.0,4.0,1.0,4.0,440.0,Casa
Itoupava Central,240000.0,2.0,0.0,2.0,49.0,Apartamento
Itoupava Central,312000.0,2.0,0.0,2.0,77.0,Casa
Velha,371392.0,2.0,1.0,1.0,66.0,Apartamento
Água Verde,450000.0,2.0,2.0,1.0,99.6,Casa
Itoupavazinha,470000.0,3.0,1.0,2.0,133.0,Casa
Velha,514017.0,3.0,1.0,2.0,91.0,Apartamento
Itoupava Norte,550000.0,2.0,2.0,1.0,74.3,Apartamento
Fortaleza,885000.0,3.0,1.0,2.0,193.0,Casa
Itoupava Central,2300000.0,5.0,2.0,4.0,341.0,Casa
Vila Nova,290000.0,2.0,0.0,1.0,48.0,Apartamento
Itoupava Central,350000.0,2.0,2.0,2.0,79.0,Casa
Garcia,370000.0,3.0,1.0,2.0,85.1,Apartamento
Velha,750000.0,3.0,1.0,2.0,79.4,Casa
Ponta Aguda,850000.0,3.0,1.0,2.0,172.0,Apartamento
Victor Konder,880000.0,3.0,3.0,3.0,99.0,Apartamento
Velha,1850000.0,4.0,1.0,2.0,247.0,Casa
Fortaleza Alta,395000.0,2.0,0.0,1.0,85.0,Casa
Fortaleza Alta,395000.0,2.0,0.0,1.0,85.0,Casa
Fortaleza Alta,395000.0,2.0,0.0,1.0,85.0,Casa
Fortaleza Alta,395000.0,2.0,0.0,1.0,85.0,Casa
Salto Weissbach,420000.0,2.0,0.0,2.0,71.2,Casa
Vorstadt,550000.0,4.0,1.0,7.0,250.0,Casa
Itoupava Seca,575000.0,2.0,2.0,2.0,75.0,Apartamento
Água Verde,650000.0,3.0,1.0,1.0,100.0,Casa
Itoupava Seca,650000.0,2.0,2.0,0.0,93.4,Casa
Itoupava Central,874900.0,3.0,1.0,2.0,156.0,Casa
Água Verde,950000.0,3.0,1.0,3.0,99.0,Casa
Itoupava Central,2100000.0,3.0,3.0,3.0,300.0,Casa
Jardim Blumenau,2300000.0,3.0,3.0,3.0,212.0,Apartamento
Itoupava Central,258000.0,2.0,0.0,1.0,48.0,Apartamento
Victor Konder,429480.0,1.0,0.0,1.0,71.0,Apartamento
